,구분,위치(구역명),운동기구 기종명,운동기구 수량,관리번호,관리기관 
1382,한강공원(반포지구),반포나들목,하체흔들기,1,반포-5(반포나들목)-1,한강사업본부
1383,한강공원(반포지구),반포나들목,역기내리기,1,반포-5(반포나들목)-2,한강사업본부
1384,한강공원(반포지구),반포나들목,온몸근육풀기,1,반포-5(반포나들목)-3,한강사업본부
1385,한강공원(반포지구),반포나들목,레그프레스,1,반포-5(반포나들목)-4,한강사업본부
1386,한강공원(반포지구),반포나들목,등허리지압,1,반포-5(반포나들목)-5,한강사업본부
1387,한강공원(반포지구),반포나들목,마라톤운동기구,1,반포-5(반포나들목)-6,한강사업본부
1388,한강공원(반포지구),반포나들목,역기올리기,1,반포-5(반포나들목)-7,한강사업본부
1389,한강공원(반포지구),반포나들목,역기(15kg),1,반포-5(반포나들목)-8,한강사업본부
1390,한강공원(반포지구),동작대교,온몸근육풀기,1,반포-6(동작대교)-1,한강사업본부
1391,한강공원(반포지구),동작대교,윗몸일으켜기,1,반포-6(동작대교)-2,한강사업본부
1392,한강공원(반포지구),동작대교,역기올리기,1,반포-6(동작대교)-3,한강사업본부
1393,한강공원(반포지구),동작대교,하체흔들기,1,반포-6(동작대교)-4,한강사업본부
1394,한강공원(반포지구),동작대교,철봉기구,1,반포-6(동작대교)-5,한강사업본부
1395,한강공원(반포지구),동작대교,역기내리기,1,반포-6(동작대교)-6,한강사업본부
1396,한강공원(반포지구),동작대교,등허리지압,1,반포-6(동작대교)-7,한강사업본부
1397,한강공원(반포지구),동작대교,상체근육풀기,1,반포-6(동작대교)-8,한강사업본부
1398,한강공원(반포지구),동작대교,공중걷기,1,반포-6(동작대교)-9,한강사업본부
1399,한강공원(반포지구),동작대교,허리돌리기,1,반포-6(동작대교)-10,한강사업본부
1400,한강공원(반포지구),동작대교,허리돌리기,1,반포-6(동작대교)-11,한강사업본부
1401,한강공원(반포지구),동작대교,윗몸일으켜기,1,반포-6(동작대교)-12,한강사업본부
1402,한강공원(반포지구),동작대교,몸젖히기,1,반포-6(동작대교)-13,한강사업본부
1403,한강공원(반포지구),동작대교,역기(10kg),1,반포-6(동작대교)-14,한강사업본부
1404,한강공원(반포지구),동작대교,역기(15kg),1,반포-6(동작대교)-15,한강사업본부
1405,한강공원(반포지구),동작대교,평행봉,1,반포-6(동작대교)-16,한강사업본부
1406,한강공원(반포지구),동작대교,평행봉,1,반포-6(동작대교)-17,한강사업본부
1407,한강공원(반포지구),동작대교,양팔줄당기기,1,반포-6(동작대교)-18,한강사업본부
1408,한강공원(반포지구),동작대교,상체근육풀기,1,반포-6(동작대교)-19,한강사업본부
1409,한강공원(반포지구),동작대교,허리돌리기,1,반포-6(동작대교)-20,한강사업본부
1410,한강공원(이촌지구),옥수역,철봉,1,이촌-1(옥수역)-1,한강사업본부
1411,한강공원(이촌지구),옥수역,다리펴기,1,이촌-1(옥수역)-2,한강사업본부
1412,한강공원(이촌지구),옥수역,허리돌리기,1,이촌-1(옥수역)-3,한강사업본부
1413,한강공원(이촌지구),옥수역,윗몸일으켜기,1,이촌-1(옥수역)-4,한강사업본부
1414,한강공원(이촌지구),옥수역,철봉,1,이촌-1(옥수역)-5,한강사업본부
1415,한강공원(이촌지구),옥수역,윗몸일으켜기,1,이촌-1(옥수역)-6,한강사업본부
1416,한강공원(이촌지구),옥수역,역기(10kg),1,이촌-1(옥수역)-7,한강사업본부
1417,한강공원(이촌지구),옥수역,평행봉,1,이촌-1(옥수역)-8,한강사업본부
1418,한강공원(이촌지구),옥수역,윗몸일으켜기,1,이촌-1(옥수역)-9,한강사업본부
1419,한강공원(이촌지구),옥수역,허리돌리기,1,이촌-1(옥수역)-10,한강사업본부
1420,한강공원(이촌지구),옥수역,철봉,1,이촌-1(옥수역)-11,한강사업본부
1421,한강공원(이촌지구),옥수역,다리펴기,1,이촌-1(옥수역)-12,한강사업본부
1422,한강공원(이촌지구),옥수역,역기(10kg),1,이촌-1(옥수역)-13,한강사업본부
1423,한강공원(이촌지구),옥수역,평행봉,1,이촌-1(옥수역)-14,한강사업본부
1424,한강공원(이촌지구),옥수역,공중회전,1,이촌-1(옥수역)-15,한강사업본부
1425,한강공원(이촌지구),옥수역,허리지압기,1,이촌-1(옥수역)-16,한강사업본부
1426,한강공원(이촌지구),옥수역,공중걷기,1,이촌-1(옥수역)-17,한강사업본부
1427,한강공원(이촌지구),옥수역,하체흔들기,1,이촌-1(옥수역)-18,한강사업본부
1428,한강공원(이촌지구),옥수역,역기올리기,1,이촌-1(옥수역)-19,한강사업본부
1429,한강공원(이촌지구),옥수역,체어풀,1,이촌-1(옥수역)-20,한강사업본부
1430,한강공원(이촌지구),옥수역,레그프레스,1,이촌-1(옥수역)-21,한강사업본부
1431,한강공원(이촌지구),옥수역,역기올리기,1,이촌-1(옥수역)-22,한강사업본부
1432,한강공원(이촌지구),옥수역,허리돌리기,1,이촌-1(옥수역)-23,한강사업본부
1433,한강공원(이촌지구),옥수역,마라톤운동기구,1,이촌-1(옥수역)-24,한강사업본부
1434,한강공원(이촌지구),옥수역,하체흔들기,1,이촌-1(옥수역)-25,한강사업본부
1435,한강공원(이촌지구),옥수역,싸이클,1,이촌-1(옥수역)-26,한강사업본부
1436,한강공원(이촌지구),옥수역,윗몸일으켜기,1,이촌-1(옥수역)-27,한강사업본부
1437,한강공원(이촌지구),옥수역,공중걷기,1,이촌-1(옥수역)-28,한강사업본부
1438,한강공원(이촌지구),옥수역,온몸근육풀기,1,이촌-1(옥수역)-29,한강사업본부
1439,한강공원(이촌지구),옥수역,등허리지압,1,이촌-1(옥수역)-30,한강사업본부
1440,한강공원(이촌지구),옥수역,허리돌리기,1,이촌-1(옥수역)-31,한강사업본부
1441,한강공원(이촌지구),옥수역,공중걷기,1,이촌-1(옥수역)-32,한강사업본부
1442,한강공원(이촌지구),옥수역 하류,하체흔들기,1,이촌-2(옥수역 하류)-1,한강사업본부
1443,한강공원(이촌지구),옥수역 하류,온몸근육풀기,1,이촌-2(옥수역 하류)-2,한강사업본부
1444,한강공원(이촌지구),옥수역 하류,윗몸일으켜기,1,이촌-2(옥수역 하류)-3,한강사업본부
1445,한강공원(이촌지구),옥수역 하류,체어풀,1,이촌-2(옥수역 하류)-4,한강사업본부
1446,한강공원(이촌지구),옥수역 하류,공중걷기,1,이촌-2(옥수역 하류)-5,한강사업본부
1447,한강공원(이촌지구),옥수역 하류,등허리지압,1,이촌-2(옥수역 하류)-6,한강사업본부
1448,한강공원(이촌지구),옥수역 하류,허리돌리기,1,이촌-2(옥수역 하류)-7,한강사업본부
1449,한강공원(이촌지구),옥수역 하류,역기올리기,1,이촌-2(옥수역 하류)-8,한강사업본부
1450,한강공원(이촌지구),옥수역 하류,마라톤운동기구,1,이촌-2(옥수역 하류)-9,한강사업본부
1451,한강공원(이촌지구),옥수역 하류,역기내리기,1,이촌-2(옥수역 하류)-10,한강사업본부
1452,한강공원(이촌지구),옥수~금호나들목,등허리지압,1,이촌-3(옥수~금호나들목)-1,한강사업본부
1453,한강공원(이촌지구),옥수~금호나들목,허리돌리기,1,이촌-3(옥수~금호나들목)-2,한강사업본부
1454,한강공원(이촌지구),옥수~금호나들목,역기내리기,1,이촌-3(옥수~금호나들목)-3,한강사업본부
1455,한강공원(이촌지구),옥수~금호나들목,하체흔들기,1,이촌-3(옥수~금호나들목)-4,한강사업본부
1456,한강공원(이촌지구),옥수~금호나들목,윗몸일으켜기,1,이촌-3(옥수~금호나들목)-5,한강사업본부
1457,한강공원(이촌지구),옥수~금호나들목,체어풀,1,이촌-3(옥수~금호나들목)-6,한강사업본부
1458,한강공원(이촌지구),옥수~금호나들목,하체근육풀기,1,이촌-3(옥수~금호나들목)-7,한강사업본부
1459,한강공원(이촌지구),옥수~금호나들목,공중걷기,1,이촌-3(옥수~금호나들목)-8,한강사업본부
1460,한강공원(이촌지구),옥수~금호나들목,상체근육풀기,1,이촌-3(옥수~금호나들목)-9,한강사업본부
1461,한강공원(이촌지구),옥수~금호나들목,마라톤운동기구,1,이촌-3(옥수~금호나들목)-10,한강사업본부
1462,한강공원(이촌지구),옥수~금호나들목,역기내리기,1,이촌-3(옥수~금호나들목)-11,한강사업본부
1463,한강공원(이촌지구),옥수~금호나들목,공중걷기,1,이촌-3(옥수~금호나들목)-12,한강사업본부
1464,한강공원(이촌지구),옥수~금호나들목,체어풀,1,이촌-3(옥수~금호나들목)-13,한강사업본부
1465,한강공원(이촌지구),옥수~금호나들목,상체근육풀기,1,이촌-3(옥수~금호나들목)-14,한강사업본부
1466,한강공원(이촌지구),옥수~금호나들목,철봉,1,이촌-3(옥수~금호나들목)-15,한강사업본부
1467,한강공원(이촌지구),옥수~금호나들목,평행봉,1,이촌-3(옥수~금호나들목)-16,한강사업본부
1468,한강공원(이촌지구),금호나들목,역기내리기,1,이촌-4(금호나들목)-1,한강사업본부
1469,한강공원(이촌지구),금호나들목,하체흔들기,1,이촌-4(금호나들목)-2,한강사업본부
1470,한강공원(이촌지구),금호나들목,상체근육풀기,1,이촌-4(금호나들목)-3,한강사업본부
1471,한강공원(이촌지구),금호나들목,등허리펴기,1,이촌-4(금호나들목)-4,한강사업본부
1472,한강공원(이촌지구),금호나들목,마라톤운동기구,1,이촌-4(금호나들목)-5,한강사업본부
1473,한강공원(이촌지구),금호나들목,공중걷기,1,이촌-4(금호나들목)-6,한강사업본부
1474,한강공원(이촌지구),금호나들목,공중걷기,1,이촌-4(금호나들목)-7,한강사업본부
1475,한강공원(이촌지구),금호나들목,마라톤운동기구,1,이촌-4(금호나들목)-8,한강사업본부
1476,한강공원(이촌지구),금호나들목,윗몸일으켜기,1,이촌-4(금호나들목)-9,한강사업본부
1477,한강공원(이촌지구),보광나들목,온몸근육풀기,1,이촌-5(보광나들목)-1,한강사업본부
1478,한강공원(이촌지구),보광나들목,허리돌리기,1,이촌-5(보광나들목)-2,한강사업본부
1479,한강공원(이촌지구),보광나들목,윗몸일으켜기,1,이촌-5(보광나들목)-3,한강사업본부
1480,한강공원(이촌지구),보광나들목,윗몸일으켜기,1,이촌-5(보광나들목)-4,한강사업본부
1481,한강공원(이촌지구),보광나들목,철봉,1,이촌-5(보광나들목)-5,한강사업본부
1482,한강공원(이촌지구),보광나들목,윗몸일으켜기,1,이촌-5(보광나들목)-6,한강사업본부
1483,한강공원(이촌지구),보광나들목,윗몸일으켜기,1,이촌-5(보광나들목)-7,한강사업본부
1484,한강공원(이촌지구),보광나들목,오르기,1,이촌-5(보광나들목)-8,한강사업본부
1485,한강공원(이촌지구),보광나들목,다리풀기,1,이촌-5(보광나들목)-9,한강사업본부
1486,한강공원(이촌지구),보광나들목,하체흔들기,1,이촌-5(보광나들목)-10,한강사업본부
1487,한강공원(이촌지구),보광나들목,레그프레스,1,이촌-5(보광나들목)-11,한강사업본부
1488,한강공원(이촌지구),보광나들목,등허리지압,1,이촌-5(보광나들목)-12,한강사업본부
1489,한강공원(이촌지구),보광나들목,윗몸일으켜기,1,이촌-5(보광나들목)-13,한강사업본부
1490,한강공원(이촌지구),보광나들목,역기올리기,1,이촌-5(보광나들목)-14,한강사업본부
1491,한강공원(이촌지구),보광나들목,허리돌리기,1,이촌-5(보광나들목)-15,한강사업본부
1492,한강공원(이촌지구),보광나들목,역기내리기,1,이촌-5(보광나들목)-16,한강사업본부
1493,한강공원(이촌지구),보광나들목,양팔줄당기기,1,이촌-5(보광나들목)-17,한강사업본부
1494,한강공원(이촌지구),보광나들목,상체근육풀기,1,이촌-5(보광나들목)-18,한강사업본부
1495,한강공원(이촌지구),보광나들목,마라톤운동기구,1,이촌-5(보광나들목)-19,한강사업본부
1496,한강공원(이촌지구),보광나들목,온몸근육풀기,1,이촌-5(보광나들목)-20,한강사업본부
1497,한강공원(이촌지구),서빙고나들목,등허리지압,1,이촌-6(서빙고나들목)-1,한강사업본부
1498,한강공원(이촌지구),서빙고나들목,하체흔들기,1,이촌-6(서빙고나들목)-2,한강사업본부
1499,한강공원(이촌지구),서빙고나들목,마라톤운동기구,1,이촌-6(서빙고나들목)-3,한강사업본부
1500,한강공원(이촌지구),서빙고나들목,윗몸일으켜기,1,이촌-6(서빙고나들목)-4,한강사업본부
1501,한강공원(이촌지구),서빙고나들목,역기올리기,1,이촌-6(서빙고나들목)-5,한강사업본부
1502,한강공원(이촌지구),서빙고나들목,하체근육풀기,1,이촌-6(서빙고나들목)-6,한강사업본부
1503,한강공원(이촌지구),서빙고나들목,역기(5kg),1,이촌-6(서빙고나들목)-7,한강사업본부
1504,한강공원(이촌지구),서빙고나들목,철봉,1,이촌-6(서빙고나들목)-8,한강사업본부
1505,한강공원(이촌지구),서빙고나들목,평행봉,1,이촌-6(서빙고나들목)-9,한강사업본부
1506,한강공원(이촌지구),서빙고나들목,양팔줄당기기,1,이촌-6(서빙고나들목)-10,한강사업본부
1507,한강공원(이촌지구),서빙고나들목,역기내리기,1,이촌-6(서빙고나들목)-11,한강사업본부
1508,한강공원(이촌지구),서빙고나들목,온몸근육풀기,1,이촌-6(서빙고나들목)-12,한강사업본부
1509,한강공원(이촌지구),서빙고나들목,상체근육풀기,1,이촌-6(서빙고나들목)-13,한강사업본부
1510,한강공원(이촌지구),서빙고나들목,체어풀,1,이촌-6(서빙고나들목)-14,한강사업본부
1511,한강공원(이촌지구),서빙고나들목,허리돌리기,1,이촌-6(서빙고나들목)-15,한강사업본부
1512,한강공원(이촌지구),서빙고나들목,공중걷기,1,이촌-6(서빙고나들목)-16,한강사업본부
1513,한강공원(이촌지구),서빙고나들목,체어풀,1,이촌-6(서빙고나들목)-17,한강사업본부
1514,한강공원(이촌지구),서빙고나들목,마라톤운동기구,1,이촌-6(서빙고나들목)-18,한강사업본부
1515,한강공원(이촌지구),서빙고나들목,하체흔들기,1,이촌-6(서빙고나들목)-19,한강사업본부
1516,한강공원(이촌지구),자연학습장,윗몸일으켜기,1,이촌-7(자연학습장)-1,한강사업본부
1517,한강공원(이촌지구),자연학습장,허리돌리기,1,이촌-7(자연학습장)-2,한강사업본부
1518,한강공원(이촌지구),자연학습장,링운동,1,이촌-7(자연학습장)-3,한강사업본부
1519,한강공원(이촌지구),자연학습장,다리펴기,1,이촌-7(자연학습장)-4,한강사업본부
1520,한강공원(이촌지구),자연학습장,허리돌리기,1,이촌-7(자연학습장)-5,한강사업본부
1521,한강공원(이촌지구),자연학습장,팔굽혀펴기,1,이촌-7(자연학습장)-6,한강사업본부
1522,한강공원(이촌지구),자연학습장,평행봉,1,이촌-7(자연학습장)-7,한강사업본부
1523,한강공원(이촌지구),한강철교 상류,철봉,1,이촌-8(한강철교 상류)-1,한강사업본부
1524,한강공원(이촌지구),한강철교 상류,공중걷기,1,이촌-8(한강철교 상류)-2,한강사업본부
1525,한강공원(이촌지구),한강철교 상류,등허리지압,1,이촌-8(한강철교 상류)-3,한강사업본부
1526,한강공원(이촌지구),한강철교 상류,역기올리기,1,이촌-8(한강철교 상류)-4,한강사업본부
1527,한강공원(이촌지구),한강철교 상류,온몸근육풀기,1,이촌-8(한강철교 상류)-5,한강사업본부
1528,한강공원(이촌지구),한강철교 상류,윗몸일으켜기,1,이촌-8(한강철교 상류)-6,한강사업본부
1529,한강공원(이촌지구),한강철교 상류,철봉기구,1,이촌-8(한강철교 상류)-7,한강사업본부
1530,한강공원(이촌지구),한강철교 상류,양팔줄당기기,1,이촌-8(한강철교 상류)-8,한강사업본부
1531,한강공원(이촌지구),한강철교 상류,체어풀,1,이촌-8(한강철교 상류)-9,한강사업본부
1532,한강공원(이촌지구),한강철교 상류,허리돌리기,1,이촌-8(한강철교 상류)-10,한강사업본부
1533,한강공원(이촌지구),한강철교 상류,온몸근육풀기,1,이촌-8(한강철교 상류)-11,한강사업본부
1534,한강공원(이촌지구),한강철교 상류,평행봉,1,이촌-8(한강철교 상류)-12,한강사업본부
1535,한강공원(이촌지구),한강철교 하류,등허리지압,1,이촌-9(한강철교 하류)-1,한강사업본부
1536,한강공원(이촌지구),한강철교 하류,공중걷기,1,이촌-9(한강철교 하류)-2,한강사업본부
1537,한강공원(이촌지구),한강철교 하류,레그프레스,1,이촌-9(한강철교 하류)-3,한강사업본부
1538,한강공원(이촌지구),한강철교 하류,허리돌리기,1,이촌-9(한강철교 하류)-4,한강사업본부
1539,한강공원(이촌지구),한강철교 하류,역기내리기,1,이촌-9(한강철교 하류)-5,한강사업본부
1540,한강공원(이촌지구),한강철교 하류,온몸근육풀기,1,이촌-9(한강철교 하류)-6,한강사업본부
1541,한강공원(이촌지구),원효대교 상류,철봉기구,1,이촌-10(원효대교 상류)-1,한강사업본부
1542,한강공원(이촌지구),원효대교 상류,평행봉기구,1,이촌-10(원효대교 상류)-2,한강사업본부
1543,한강공원(이촌지구),원효대교 상류,윗몸일으켜기,1,이촌-10(원효대교 상류)-3,한강사업본부
1544,한강공원(이촌지구),원효대교 상류,양팔줄당기기,1,이촌-10(원효대교 상류)-4,한강사업본부
1545,한강공원(이촌지구),원효대교 상류,하체흔들기,1,이촌-10(원효대교 상류)-5,한강사업본부
1546,한강공원(이촌지구),원효대교 상류,허리돌리기,1,이촌-10(원효대교 상류)-6,한강사업본부
1547,한강공원(이촌지구),원효대교 상류,역기(10kg),1,이촌-10(원효대교 상류)-7,한강사업본부
1548,한강공원(이촌지구),원효대교 상류,체어풀,1,이촌-10(원효대교 상류)-8,한강사업본부
1549,한강공원(이촌지구),원효대교 상류,하체근육풀기,1,이촌-10(원효대교 상류)-9,한강사업본부
1550,한강공원(이촌지구),원효대교 상류,상체근육풀기,1,이촌-10(원효대교 상류)-10,한강사업본부
1551,한강공원(이촌지구),원효대교 상류,온몸근육풀기,1,이촌-10(원효대교 상류)-11,한강사업본부
1552,한강공원(이촌지구),원효대교 상류,마라톤운동기구,1,이촌-10(원효대교 상류)-12,한강사업본부
1553,한강공원(이촌지구),한강대교 하부,허리돌리기,1,이촌-11(한강대교 하부)-1,한강사업본부
1554,한강공원(이촌지구),한강대교 하부,역기내리기,1,이촌-11(한강대교 하부)-2,한강사업본부
1555,한강공원(이촌지구),한강대교 하부,공중걷기,1,이촌-11(한강대교 하부)-3,한강사업본부
1556,한강공원(이촌지구),한강대교 하부,싸이클,1,이촌-11(한강대교 하부)-4,한강사업본부
1557,한강공원(이촌지구),한강대교 하부,하체흔들기,1,이촌-11(한강대교 하부)-5,한강사업본부
1558,한강공원(이촌지구),한강대교 하부,윗몸일으켜기,1,이촌-11(한강대교 하부)-6,한강사업본부
1559,한강공원(이촌지구),한강대교 하부,양팔줄당기기,1,이촌-11(한강대교 하부)-7,한강사업본부
1560,한강공원(이촌지구),한강대교 하부,레그프레스,1,이촌-11(한강대교 하부)-8,한강사업본부
1561,한강공원(이촌지구),한강대교 하부,온몸근육풀기,1,이촌-11(한강대교 하부)-9,한강사업본부
1562,한강공원(이촌지구),한강대교 하부,역기올리기,1,이촌-11(한강대교 하부)-10,한강사업본부
1563,한강공원(이촌지구),한강대교 하부,등허리펴기,1,이촌-11(한강대교 하부)-11,한강사업본부
1564,한강공원(이촌지구),한강대교 하부,체어풀,1,이촌-11(한강대교 하부)-12,한강사업본부
1565,한강공원(이촌지구),한남대교 상류,윗몸일으켜기,1,이촌-12(한남대교 상류)-1,한강사업본부
1566,한강공원(이촌지구),한남대교 상류,하체근육풀기,1,이촌-12(한남대교 상류)-2,한강사업본부
1567,한강공원(이촌지구),한남대교 상류,허리돌리기,1,이촌-12(한남대교 상류)-3,한강사업본부
1568,한강공원(이촌지구),한남대교 상류,하체흔들기,1,이촌-12(한남대교 상류)-4,한강사업본부
1569,한강공원(이촌지구),한남대교 상류,등허리지압,1,이촌-12(한남대교 상류)-5,한강사업본부
1570,한강공원(이촌지구),한남대교 상류,상체근육풀기,1,이촌-12(한남대교 상류)-6,한강사업본부
1571,한강공원(이촌지구),한남대교 상류,공중걷기,1,이촌-12(한남대교 상류)-7,한강사업본부
1572,한강공원(이촌지구),한남대교 상류,역기내리기,1,이촌-12(한남대교 상류)-8,한강사업본부
1573,한강공원(이촌지구),한남대교 상류,체어풀,1,이촌-12(한남대교 상류)-9,한강사업본부
1574,한강공원(이촌지구),한남대교 상류,마라톤운동기구,1,이촌-12(한남대교 상류)-10,한강사업본부
1575,한강공원(이촌지구),안내센터,평행봉,1,이촌-13(안내센터)-1,한강사업본부
1576,한강공원(이촌지구),안내센터,철봉기구,1,이촌-13(안내센터)-2,한강사업본부
1577,한강공원(이촌지구),안내센터,등허리지압,1,이촌-13(안내센터)-3,한강사업본부
1578,한강공원(이촌지구),안내센터,마라톤운동기구,1,이촌-13(안내센터)-4,한강사업본부
1579,한강공원(이촌지구),안내센터,싸이클,1,이촌-13(안내센터)-5,한강사업본부
1580,한강공원(이촌지구),안내센터,허리돌리기,1,이촌-13(안내센터)-6,한강사업본부
1581,한강공원(이촌지구),안내센터,온몸근육풀기,1,이촌-13(안내센터)-7,한강사업본부
1582,한강공원(이촌지구),안내센터,역기내리기,1,이촌-13(안내센터)-8,한강사업본부
1583,한강공원(이촌지구),안내센터,허리돌리기,1,이촌-13(안내센터)-9,한강사업본부
1584,한강공원(이촌지구),안내센터,공중걷기,1,이촌-13(안내센터)-10,한강사업본부
1585,한강공원(이촌지구),안내센터,역기올리기,1,이촌-13(안내센터)-11,한강사업본부
1586,한강공원(이촌지구),안내센터,공중걷기,1,이촌-13(안내센터)-12,한강사업본부
1587,한강공원(이촌지구),안내센터,윗몸일으켜기,1,이촌-13(안내센터)-13,한강사업본부
1588,한강공원(이촌지구),안내센터,하체흔들기,1,이촌-13(안내센터)-14,한강사업본부
1589,한강공원(이촌지구),안내센터,역기내리기,1,이촌-13(안내센터)-15,한강사업본부
1590,한강공원(이촌지구),안내센터,레그프레스,1,이촌-13(안내센터)-16,한강사업본부
1591,한강공원(이촌지구),안내센터,양팔줄당기기,1,이촌-13(안내센터)-17,한강사업본부
1592,한강공원(이촌지구),어린이놀이터,철봉,1,이촌-14(어린이놀이터)-1,한강사업본부
1593,한강공원(이촌지구),어린이놀이터,공중걷기,1,이촌-14(어린이놀이터)-2,한강사업본부
1594,한강공원(이촌지구),어린이놀이터,하체흔들기,1,이촌-14(어린이놀이터)-3,한강사업본부
1595,한강공원(이촌지구),어린이놀이터,등허리지압,1,이촌-14(어린이놀이터)-4,한강사업본부
1596,한강공원(이촌지구),어린이놀이터,허리돌리기,1,이촌-14(어린이놀이터)-5,한강사업본부
1597,한강공원(이촌지구),어린이놀이터,온몸근육풀기,1,이촌-14(어린이놀이터)-6,한강사업본부
1598,한강공원(이촌지구),어린이놀이터,철봉,1,이촌-14(어린이놀이터)-7,한강사업본부
1599,한강공원(이촌지구),반포대교 북단,철봉기구,1,이촌-15(반포대교 북단)-1,한강사업본부
1600,한강공원(이촌지구),반포대교 북단,온몸근육풀기,1,이촌-15(반포대교 북단)-2,한강사업본부
1601,한강공원(이촌지구),반포대교 북단,윗몸일으켜기,1,이촌-15(반포대교 북단)-3,한강사업본부
1602,한강공원(이촌지구),반포대교 북단,마라톤운동기구,1,이촌-15(반포대교 북단)-4,한강사업본부
1603,한강공원(이촌지구),반포대교 북단,공중,1,이촌-15(반포대교 북단)-5,한강사업본부
1604,한강공원(이촌지구),반포대교 북단,하체흔들기,1,이촌-15(반포대교 북단)-6,한강사업본부
1605,한강공원(이촌지구),반포대교 북단,체어풀,1,이촌-15(반포대교 북단)-7,한강사업본부
1606,한강공원(이촌지구),반포대교 북단,허리돌리기,1,이촌-15(반포대교 북단)-8,한강사업본부
1607,한강공원(여의도지구),서강대교,체어풀,1,여의도1(서강대교)-1,한강사업본부
1608,한강공원(여의도지구),서강대교,철봉기구,1,여의도1(서강대교)-1,한강사업본부
1609,한강공원(여의도지구),서강대교,양팔줄당기기,1,여의도1(서강대교)-3,한강사업본부
1610,한강공원(여의도지구),서강대교,하체근육풀기,1,여의도1(서강대교)-4,한강사업본부
1611,한강공원(여의도지구),서강대교,상체근육풀기,1,여의도1(서강대교)-5,한강사업본부
1612,한강공원(여의도지구),서강대교,등허리펴기,1,여의도1(서강대교)-6,한강사업본부
1613,한강공원(여의도지구),서강대교,허리돌리기,1,여의도1(서강대교)-7,한강사업본부
1614,한강공원(여의도지구),서강대교,윗몸일으켜기,1,여의도1(서강대교)-8,한강사업본부
1615,한강공원(여의도지구),서강대교,체어풀,1,여의도1(서강대교)-9,한강사업본부
1616,한강공원(여의도지구),서강대교,역기내리기,1,여의도1(서강대교)-10,한강사업본부
1617,한강공원(여의도지구),서강대교,역기올리기,1,여의도1(서강대교)-11,한강사업본부
1618,한강공원(여의도지구),서강대교,하체흔들기,1,여의도1(서강대교)-12,한강사업본부
1619,한강공원(여의도지구),서강대교,철봉,1,여의도1(서강대교)-13,한강사업본부
1620,한강공원(여의도지구),서강대교,온몸근육풀기,1,여의도1(서강대교)-14,한강사업본부
1621,한강공원(여의도지구),서강대교,등허리지압,1,여의도1(서강대교)-15,한강사업본부
1622,한강공원(여의도지구),서강대교,마라톤기구,1,여의도1(서강대교)-16,한강사업본부
1623,한강공원(여의도지구),서강대교,역기(10kg),1,여의도1(서강대교)-17,한강사업본부
1624,한강공원(여의도지구),서강대교,허리돌리기,1,여의도1(서강대교)-18,한강사업본부
1625,한강공원(여의도지구),서강대교,공중걷기,1,여의도1(서강대교)-19,한강사업본부
1626,한강공원(여의도지구),서강대교,싸이클(좌식),1,여의도1(서강대교)-20,한강사업본부
1627,한강공원(여의도지구),서강대교,레그프레스,1,여의도1(서강대교)-21,한강사업본부
1628,한강공원(여의도지구),서강대교,싸이클(입식),1,여의도1(서강대교)-22,한강사업본부
1629,한강공원(여의도지구),서강대교,거꾸리,1,여의도1(서강대교)-23,한강사업본부
1630,한강공원(여의도지구),서강대교,평행봉,1,여의도1(서강대교)-24,한강사업본부
1631,한강공원(여의도지구),파천교,허리돌리기,1,여의도2(파천교)-1,한강사업본부
1632,한강공원(여의도지구),파천교,온몸근육풀기,1,여의도2(파천교)-2,한강사업본부
1633,한강공원(여의도지구),파천교,공중걷기,1,여의도2(파천교)-3,한강사업본부
1634,한강공원(여의도지구),파천교,윗몸일으켜기,1,여의도2(파천교)-4,한강사업본부
1635,한강공원(여의도지구),파천교,양팔줄당기기,1,여의도2(파천교)-5,한강사업본부
1636,한강공원(여의도지구),파천교,역기내리기,1,여의도2(파천교)-6,한강사업본부
1637,한강공원(여의도지구),파천교,레그프레스,1,여의도2(파천교)-7,한강사업본부
1638,한강공원(여의도지구),파천교,하체흔들기,1,여의도2(파천교)-8,한강사업본부
1639,한강공원(여의도지구),파천교,거꾸리,1,여의도2(파천교)-9,한강사업본부
1640,한강공원(여의도지구),파천교,평행봉,1,여의도2(파천교)-10,한강사업본부
1641,한강공원(여의도지구),서율교,윗몸일으켜기,1,여의도3(서울교)-1,한강사업본부
1642,한강공원(여의도지구),서율교,양팔줄당기기,1,여의도3(서울교)-2,한강사업본부
1643,한강공원(여의도지구),서율교,온몸근육풀기,1,여의도3(서울교)-3,한강사업본부
1644,한강공원(여의도지구),서율교,체어풀,1,여의도3(서울교)-4,한강사업본부
1645,한강공원(여의도지구),서율교,마라톤기구,1,여의도3(서울교)-5,한강사업본부
1646,한강공원(여의도지구),서율교,레그프레스,1,여의도3(서울교)-6,한강사업본부
1647,한강공원(여의도지구),서율교,역기내리기,1,여의도3(서울교)-7,한강사업본부
1648,한강공원(여의도지구),서율교,허리돌리기,1,여의도3(서울교)-8,한강사업본부
1649,한강공원(여의도지구),서율교,공중걷기,1,여의도3(서울교)-9,한강사업본부
1650,한강공원(여의도지구),서율교,등허리지압,1,여의도3(서울교)-10,한강사업본부
1651,한강공원(여의도지구),서율교,역기올리기,1,여의도3(서울교)-11,한강사업본부
1652,한강공원(여의도지구),서율교,하체흔들기,1,여의도3(서울교)-12,한강사업본부
