,구분,위치(구역명),운동기구 기종명,운동기구 수량,관리번호,관리기관 
366,북서울꿈의숲,무궁화 배드민턴장,평행봉,1,북서울꿈의숲-3(무궁화 배드민턴장)-4,중부공원녹지사업소
367,북서울꿈의숲,무궁화 배드민턴장,역기,1,북서울꿈의숲-3(무궁화 배드민턴장)-5,중부공원녹지사업소
368,북서울꿈의숲,무궁화 배드민턴장,하늘걷기,1,북서울꿈의숲-3(무궁화 배드민턴장)-6,중부공원녹지사업소
369,북서울꿈의숲,무궁화 배드민턴장,크로스컨트리,1,북서울꿈의숲-3(무궁화 배드민턴장)-7,중부공원녹지사업소
370,북서울꿈의숲,무궁화 배드민턴장,파도타기,1,북서울꿈의숲-3(무궁화 배드민턴장)-8,중부공원녹지사업소
371,북서울꿈의숲,무궁화 배드민턴장,허리돌리기,1,북서울꿈의숲-3(무궁화 배드민턴장)-9,중부공원녹지사업소
372,북서울꿈의숲,솔밭 배드민턴장 주변,온몸허리돌리기,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-1,중부공원녹지사업소
373,북서울꿈의숲,솔밭 배드민턴장 주변,공중걷기,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-2,중부공원녹지사업소
374,북서울꿈의숲,솔밭 배드민턴장 주변,파도타기,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-3,중부공원녹지사업소
375,북서울꿈의숲,솔밭 배드민턴장 주변,마라톤운동,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-4,중부공원녹지사업소
376,북서울꿈의숲,솔밭 배드민턴장 주변,윗몸일으키기,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-5,중부공원녹지사업소
377,북서울꿈의숲,솔밭 배드민턴장 주변,레그프레스,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-6,중부공원녹지사업소
378,북서울꿈의숲,솔밭 배드민턴장 주변,스트레칭로라,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-7,중부공원녹지사업소
379,북서울꿈의숲,솔밭 배드민턴장 주변,레그스프레이,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-8,중부공원녹지사업소
380,북서울꿈의숲,솔밭 배드민턴장 주변,상체근육풀기,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-9,중부공원녹지사업소
381,북서울꿈의숲,솔밭 배드민턴장 주변,양팔줄당기기,1,북서울꿈의숲-4(솔밭 배드민턴장 주변)-10,중부공원녹지사업소
382,북서울꿈의숲,솔밭 배드민턴장 주변,상체굽히기,1,북서울꿈의숲-5(솔밭 배드민턴장 위쪽)-1,중부공원녹지사업소
383,북서울꿈의숲,솔밭 배드민턴장 주변,허리돌리기,1,북서울꿈의숲-5(솔밭 배드민턴장 위쪽)-2,중부공원녹지사업소
384,북서울꿈의숲,솔밭 배드민턴장 주변,등펴기,1,북서울꿈의숲-5(솔밭 배드민턴장 위쪽)-3,중부공원녹지사업소
385,북서울꿈의숲,솔밭 배드민턴장 주변,윗몸일으키기,1,북서울꿈의숲-5(솔밭 배드민턴장 위쪽)-4,중부공원녹지사업소
386,북서울꿈의숲,솔밭 배드민턴장 주변,상체근육풀기,1,북서울꿈의숲-5(솔밭 배드민턴장 위쪽)-5,중부공원녹지사업소
387,북서울꿈의숲,벽오산정상,다리펴기,1,북서울꿈의숲-6(벽오산정상)-1,중부공원녹지사업소
388,북서울꿈의숲,벽오산정상,다리밀기,1,북서울꿈의숲-6(벽오산정상)-2,중부공원녹지사업소
389,북서울꿈의숲,벽오산정상,다리지압기,1,북서울꿈의숲-6(벽오산정상)-3,중부공원녹지사업소
390,북서울꿈의숲,벽오산정상,등지압기,1,북서울꿈의숲-6(벽오산정상)-4,중부공원녹지사업소
391,북서울꿈의숲,벽오산정상,허리돌리기,1,북서울꿈의숲-6(벽오산정상)-5,중부공원녹지사업소
392,북서울꿈의숲,벽오산정상,윗몸일으키기,1,북서울꿈의숲-6(벽오산정상)-6,중부공원녹지사업소
393,북서울꿈의숲,벽오산능선 서측,허리돌리기,1,북서울꿈의숲-7(벽오산능선 서측)-1,중부공원녹지사업소
394,북서울꿈의숲,벽오산능선 서측,양팔돌리기,1,북서울꿈의숲-7(벽오산능선 서측)-2,중부공원녹지사업소
395,북서울꿈의숲,벽오산능선 서측,윗몸일으키기,1,북서울꿈의숲-7(벽오산능선 서측)-3,중부공원녹지사업소
396,북서울꿈의숲,벽오산능선 서측,다리펴기,1,북서울꿈의숲-7(벽오산능선 서측)-4,중부공원녹지사업소
397,북서울꿈의숲,동문아파트후문,허리돌리기,1,북서울꿈의숲-8(동문아파트후문)-1,중부공원녹지사업소
398,북서울꿈의숲,동문아파트후문,다리스트레칭,1,북서울꿈의숲-8(동문아파트후문)-2,중부공원녹지사업소
399,북서울꿈의숲,동문아파트후문,역기,1,북서울꿈의숲-8(동문아파트후문)-3,중부공원녹지사업소
400,북서울꿈의숲,동문아파트후문,파도타기,1,북서울꿈의숲-8(동문아파트후문)-4,중부공원녹지사업소
401,북서울꿈의숲,동문아파트후문,윗몸일으키기,1,북서울꿈의숲-8(동문아파트후문)-5,중부공원녹지사업소
402,북서울꿈의숲,동문아파트후문,구름걷기,1,북서울꿈의숲-8(동문아파트후문)-6,중부공원녹지사업소
403,북서울꿈의숲,동문아파트후문,온몸근육풀기,1,북서울꿈의숲-8(동문아파트후문)-7,중부공원녹지사업소
404,북서울꿈의숲,동문아파트후문,양팔줄당기기,1,북서울꿈의숲-8(동문아파트후문)-8,중부공원녹지사업소
405,북서울꿈의숲,동문아파트후문,허리돌리기,1,북서울꿈의숲-8(동문아파트후문)-9,중부공원녹지사업소
406,북서울꿈의숲,동문아파트후문,오깨근육풀기,1,북서울꿈의숲-8(동문아파트후문)-10,중부공원녹지사업소
407,북서울꿈의숲,동문아파트후문,허리돌리기,1,북서울꿈의숲-8(동문아파트후문)-11,중부공원녹지사업소
408,북서울꿈의숲,한양아파트 뒤-북측순환로변,등지압기,1,북서울꿈의숲-9(한양아파트 뒤-북측순환로변)-1,중부공원녹지사업소
409,북서울꿈의숲,한양아파트 뒤-북측순환로변,하늘걷기,1,북서울꿈의숲-9(한양아파트 뒤-북측순환로변)-2,중부공원녹지사업소
410,북서울꿈의숲,신원아파트 뒤-6번출구입구,레그스트레치,1,북서울꿈의숲-10(신원아파트 뒤-6번출구입구)-1,중부공원녹지사업소
411,북서울꿈의숲,신원아파트 뒤-7번출구입구,레그프레스,1,북서울꿈의숲-10(신원아파트 뒤-6번출구입구)-2,중부공원녹지사업소
412,북서울꿈의숲,신원아파트 뒤-8번출구입구,체어플,1,북서울꿈의숲-10(신원아파트 뒤-6번출구입구)-3,중부공원녹지사업소
413,북서울꿈의숲,신원아파트 뒤-9번출구입구,크로스컨트리,1,북서울꿈의숲-10(신원아파트 뒤-6번출구입구)-4,중부공원녹지사업소
414,북서울꿈의숲,신원아파트 뒤-10번출구입구,스트레칭롤라,1,북서울꿈의숲-10(신원아파트 뒤-6번출구입구)-5,중부공원녹지사업소
415,북서울꿈의숲,신원아파트 뒤-11번출구입구,양팔줄당기기,1,북서울꿈의숲-10(신원아파트 뒤-6번출구입구)-6,중부공원녹지사업소
416,북서울꿈의숲,신원아파트 뒤-12번출구입구,상체근육풀기,1,북서울꿈의숲-10(신원아파트 뒤-6번출구입구)-7,중부공원녹지사업소
417,북서울꿈의숲,신원아파트 위쪽-북측순환로변,체어플,1,북서울꿈의숲-11(신원아파트 위쪽-북측순환로변)-1,중부공원녹지사업소
418,북서울꿈의숲,신원아파트 위쪽-북측순환로변,레그스트레치,1,북서울꿈의숲-11(신원아파트 위쪽-북측순환로변)-2,중부공원녹지사업소
419,북서울꿈의숲,신원아파트 위쪽-북측순환로변,레그프레스,1,북서울꿈의숲-11(신원아파트 위쪽-북측순환로변)-3,중부공원녹지사업소
420,북서울꿈의숲,방문자센터 앞-오패산,파도타기,1,북서울꿈의숲-12(방문자센터 앞-오패산)-1,중부공원녹지사업소
421,북서울꿈의숲,방문자센터 앞-오패산,파도타기,1,북서울꿈의숲-12(방문자센터 앞-오패산)-2,중부공원녹지사업소
422,북서울꿈의숲,방문자센터 앞-오패산,크로스컨트리,1,북서울꿈의숲-12(방문자센터 앞-오패산)-3,중부공원녹지사업소
423,북서울꿈의숲,방문자센터 앞-오패산,크로스컨트리,1,북서울꿈의숲-12(방문자센터 앞-오패산)-4,중부공원녹지사업소
424,북서울꿈의숲,방문자센터 앞-오패산,하늘걷기,1,북서울꿈의숲-12(방문자센터 앞-오패산)-5,중부공원녹지사업소
425,북서울꿈의숲,방문자센터 앞-오패산,하눌걷기,1,북서울꿈의숲-12(방문자센터 앞-오패산)-6,중부공원녹지사업소
426,북서울꿈의숲,카페테라스 위쪽-남측순환로변,스트레칭로라,1,북서울꿈의숲-13(카페테라스 위쪽-남측순환로변)-1,중부공원녹지사업소
427,북서울꿈의숲,카페테라스 위쪽-남측순환로변,레그스트레치,1,북서울꿈의숲-13(카페테라스 위쪽-남측순환로변)-2,중부공원녹지사업소
428,북서울꿈의숲,카페테라스 위쪽-남측순환로변,체어플,1,북서울꿈의숲-13(카페테라스 위쪽-남측순환로변)-3,중부공원녹지사업소
429,북서울꿈의숲,카페테라스 위쪽-남측순환로변,크로스컨트리,1,북서울꿈의숲-13(카페테라스 위쪽-남측순환로변)-4,중부공원녹지사업소
430,북서울꿈의숲,카페테라스 위쪽-남측순환로변,레그프레스,1,북서울꿈의숲-13(카페테라스 위쪽-남측순환로변)-5,중부공원녹지사업소
431,북서울꿈의숲,카페테라스 위쪽-남측순환로변,양줄당기기,1,북서울꿈의숲-13(카페테라스 위쪽-남측순환로변)-6,중부공원녹지사업소
432,북서울꿈의숲,카페테라스 위쪽-남측순환로변,허리돌리기,1,북서울꿈의숲-13(카페테라스 위쪽-남측순환로변)-7,중부공원녹지사업소
433,북서울꿈의숲,카페테라스 위쪽-남측순환로변,양팔돌리기,1,북서울꿈의숲-13(카페테라스 위쪽-남측순환로변)-8,중부공원녹지사업소
434,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,허리돌리기,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-1,중부공원녹지사업소
435,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,허리돌리기,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-2,중부공원녹지사업소
436,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,허리굽히기,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-3,중부공원녹지사업소
437,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,다리스트레칭,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-4,중부공원녹지사업소
438,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,매달리기,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-5,중부공원녹지사업소
439,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,평행봉,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-6,중부공원녹지사업소
440,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,1단 철봉,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-7,중부공원녹지사업소
441,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,윗몸일으키기,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-8,중부공원녹지사업소
442,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,역기,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-9,중부공원녹지사업소
443,북서울꿈의숲,생태육교 위-13번출구 입구 가는길,역기,1,북서울꿈의숲-14(생태육교 위-13번출구 입구 가는길)-10,중부공원녹지사업소
444,북서울꿈의숲,청송배드민턴장 주변,허리돌리기,1,북서울꿈의숲-15(청송배드민턴장 주변)-1,중부공원녹지사업소
445,북서울꿈의숲,청송배드민턴장 주변,윗몸일으키기,1,북서울꿈의숲-15(청송배드민턴장 주변)-2,중부공원녹지사업소
446,북서울꿈의숲,청송배드민턴장 주변,다리스트레칭,1,북서울꿈의숲-15(청송배드민턴장 주변)-3,중부공원녹지사업소
447,북서울꿈의숲,청송배드민턴장 주변,평행봉,1,북서울꿈의숲-15(청송배드민턴장 주변)-4,중부공원녹지사업소
448,북서울꿈의숲,청송배드민턴장 주변,3단 철봉,1,북서울꿈의숲-15(청송배드민턴장 주변)-5,중부공원녹지사업소
449,북서울꿈의숲,청송배드민턴장 주변,허리돌리기,1,북서울꿈의숲-15(청송배드민턴장 주변)-6,중부공원녹지사업소
450,북서울꿈의숲,청송배드민턴장 주변,역기,1,북서울꿈의숲-15(청송배드민턴장 주변)-7,중부공원녹지사업소
451,북서울꿈의숲,청송배드민턴장 주변,다리밀기,1,북서울꿈의숲-15(청송배드민턴장 주변)-8,중부공원녹지사업소
452,북서울꿈의숲,청송배드민턴장 주변,하늘걷기,1,북서울꿈의숲-15(청송배드민턴장 주변)-9,중부공원녹지사업소
453,북서울꿈의숲,청송배드민턴장 주변,스트레칭로라,1,북서울꿈의숲-15(청송배드민턴장 주변)-10,중부공원녹지사업소
454,북서울꿈의숲,청송배드민턴장 주변,팔당기고 다리밀기,1,북서울꿈의숲-15(청송배드민턴장 주변)-11,중부공원녹지사업소
455,북서울꿈의숲,청송배드민턴장 주변,다리지압기,1,북서울꿈의숲-15(청송배드민턴장 주변)-12,중부공원녹지사업소
456,북서울꿈의숲,청송배드민턴장 주변,양팔돌리기(작은바퀴),1,북서울꿈의숲-15(청송배드민턴장 주변)-13,중부공원녹지사업소
457,북서울꿈의숲,청송배드민턴장 주변,하늘걷기,1,북서울꿈의숲-15(청송배드민턴장 주변)-14,중부공원녹지사업소
458,북서울꿈의숲,청송배드민턴장 주변,양팔돌리기(큰바퀴),1,북서울꿈의숲-15(청송배드민턴장 주변)-15,중부공원녹지사업소
459,북서울꿈의숲,청송배드민턴장 주변,파도타기,1,북서울꿈의숲-15(청송배드민턴장 주변)-16,중부공원녹지사업소
460,북서울꿈의숲,청송배드민턴장 주변,양팔줄당기기,1,북서울꿈의숲-15(청송배드민턴장 주변)-17,중부공원녹지사업소
461,북서울꿈의숲,청송배드민턴장 주변,팔들어올리기,1,북서울꿈의숲-15(청송배드민턴장 주변)-18,중부공원녹지사업소
462,북서울꿈의숲,청송배드민턴장 주변,크로스컨트리,1,북서울꿈의숲-15(청송배드민턴장 주변)-19,중부공원녹지사업소
463,북서울꿈의숲,청송배드민턴장 주변,윗몸일으키기,1,북서울꿈의숲-15(청송배드민턴장 주변)-20,중부공원녹지사업소
464,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,다리스트레칭,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-1,중부공원녹지사업소
465,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,하늘걷기,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-2,중부공원녹지사업소
466,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,윗몸일으키기,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-3,중부공원녹지사업소
467,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,등펴기,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-4,중부공원녹지사업소
468,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,허리돌리기,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-5,중부공원녹지사업소
469,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,상체근육풀기,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-6,중부공원녹지사업소
470,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,윗몸일으키기,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-7,중부공원녹지사업소
471,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,거꾸로매달리기,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-8,중부공원녹지사업소
472,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,허리돌리기,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-9,중부공원녹지사업소
473,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,3단 철봉,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-10,중부공원녹지사업소
474,북서울꿈의숲,조일배드민턴장 주변-14번출구 가는길,양팔돌리기,1,북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-11,중부공원녹지사업소
475,북서울꿈의숲,장일배드민턴장 위편,매달리기,1,북서울꿈의숲-17(장일배드민턴장 위편)-1,중부공원녹지사업소
476,북서울꿈의숲,장일배드민턴장 위편,허리돌리기,1,북서울꿈의숲-17(장일배드민턴장 위편)-2,중부공원녹지사업소
477,북서울꿈의숲,장일배드민턴장 위편,다리스트레칭,1,북서울꿈의숲-17(장일배드민턴장 위편)-3,중부공원녹지사업소
478,북서울꿈의숲,장일배드민턴장 위편,허리돌리기,1,북서울꿈의숲-17(장일배드민턴장 위편)-4,중부공원녹지사업소
479,북서울꿈의숲,장일배드민턴장 위편,역기,1,북서울꿈의숲-17(장일배드민턴장 위편)-5,중부공원녹지사업소
480,북서울꿈의숲,장일배드민턴장 위편,역기,1,북서울꿈의숲-17(장일배드민턴장 위편)-6,중부공원녹지사업소
481,북서울꿈의숲,장일배드민턴장 위편,다리지압기,1,북서울꿈의숲-17(장일배드민턴장 위편)-7,중부공원녹지사업소
482,북서울꿈의숲,장일배드민턴장 위편,등 지압기,1,북서울꿈의숲-17(장일배드민턴장 위편)-8,중부공원녹지사업소
483,북서울꿈의숲,장일배드민턴장 위편,팔당기고 다리밀기,1,북서울꿈의숲-17(장일배드민턴장 위편)-9,중부공원녹지사업소
484,북서울꿈의숲,장일배드민턴장 위편,다리밀기,1,북서울꿈의숲-17(장일배드민턴장 위편)-10,중부공원녹지사업소
485,북서울꿈의숲,장일배드민턴장 위편,하늘걷기,1,북서울꿈의숲-17(장일배드민턴장 위편)-11,중부공원녹지사업소
486,북서울꿈의숲,장일배드민턴장 위편,팔들어올리기,1,북서울꿈의숲-17(장일배드민턴장 위편)-12,중부공원녹지사업소
487,북서울꿈의숲,장일배드민턴장 위편,크로스컨트리,1,북서울꿈의숲-17(장일배드민턴장 위편)-13,중부공원녹지사업소
488,북서울꿈의숲,장일배드민턴장 위편,양팔줄당기기,1,북서울꿈의숲-17(장일배드민턴장 위편)-14,중부공원녹지사업소
489,북서울꿈의숲,상상놀이터옆,좌식싸이클-1,1,북서울꿈의숲-18(상상놀이터옆)-1,중부공원녹지사업소
490,북서울꿈의숲,상상놀이터옆,좌식싸이클-2,1,북서울꿈의숲-18(상상놀이터옆)-2,중부공원녹지사업소
491,북서울꿈의숲,상상놀이터옆,좌식싸이클-3,1,북서울꿈의숲-18(상상놀이터옆)-3,중부공원녹지사업소
492,북서울꿈의숲,어린이 놀이터옆,스텝사이클,1,북서울꿈의숲-19(어린이 놀이터옆)-1,중부공원녹지사업소
493,북서울꿈의숲,어린이 놀이터옆,양팔줄다리기,1,북서울꿈의숲-19(어린이 놀이터옆)-2,중부공원녹지사업소
494,북서울꿈의숲,어린이 놀이터옆,풀웨이트,1,북서울꿈의숲-19(어린이 놀이터옆)-3,중부공원녹지사업소
495,북서울꿈의숲,어린이 놀이터옆,체어웨이트,1,북서울꿈의숲-19(어린이 놀이터옆)-4,중부공원녹지사업소
498,보라매공원,북동산,공중걷기,1,보라매공원-1(북동산)-3,동부공원녹지사업소
499,보라매공원,북동산,달리기,1,보라매공원-1(북동산)-4,동부공원녹지사업소
501,보라매공원,북동산,윗몸일으키기,1,보라매공원-1(북동산)-6,동부공원녹지사업소
504,보라매공원,북동산,역기내리기,1,보라매공원-1(북동산)-9,동부공원녹지사업소
505,보라매공원,북동산,역기올리기,1,보라매공원-1(북동산)-10,동부공원녹지사업소
506,보라매공원,북동산,노젓기운동,1,보라매공원-1(북동산)-11,동부공원녹지사업소
510,보라매공원,와우산,활차머신,1,보라매공원-2(와우산)-4,동부공원녹지사업소
512,보라매공원,와우산,줄당기기,1,보라매공원-2(와우산)-6,동부공원녹지사업소
515,보라매공원,와우산,허늘걷기+허리돌리기 복합,1,보라매공원-2(와우산)-9,동부공원녹지사업소
516,보라매공원,와우산,윗몸일으키기,1,보라매공원-2(와우산)-10,동부공원녹지사업소
517,보라매공원,와우산,3단철봉,1,보라매공원-2(와우산)-11,동부공원녹지사업소
519,보라매공원,다목적구장,등지압 운동,1,보라매공원-3(다목적구장)-2,동부공원녹지사업소
520,보라매공원,다목적구장,턱걸이,1,보라매공원-3(다목적구장)-3,동부공원녹지사업소
521,보라매공원,다목적구장,구름다리,1,보라매공원-3(다목적구장)-4,동부공원녹지사업소
522,보라매공원,다목적구장,줄 오르기,1,보라매공원-3(다목적구장)-5,동부공원녹지사업소
525,보라매공원,다목적구장,레그프레스,1,보라매공원-3(다목적구장)-8,동부공원녹지사업소
527,보라매공원,다목적구장,어깨근육풀기,1,보라매공원-3(다목적구장)-10,동부공원녹지사업소
528,보라매공원,다목적구장,등근육풀기,1,보라매공원-3(다목적구장)-11,동부공원녹지사업소
529,보라매공원,독서쉼터,윗몸일으키기,1,보라매공원-4(독서쉼터)-1,동부공원녹지사업소
531,보라매공원,독서쉼터,핸들웨이트,1,보라매공원-4(독서쉼터)-3,동부공원녹지사업소
533,보라매공원,독서쉼터,트윈워밍암,1,보라매공원-4(독서쉼터)-5,동부공원녹지사업소
534,보라매공원,독서쉼터,레그스트레치,1,보라매공원-4(독서쉼터)-6,동부공원녹지사업소
539,보라매공원,신길변전소 뒤,공중걷기,1,보라매공원-5(신길변전소 뒤)-5,동부공원녹지사업소
540,보라매공원,신길변전소 뒤,레그스트레치,1,보라매공원-5(신길변전소 뒤)-6,동부공원녹지사업소
541,보라매공원,신길변전소 뒤,트위워밍암,1,보라매공원-5(신길변전소 뒤)-7,동부공원녹지사업소
542,보라매공원,신길변전소 뒤,핸들웨이트,1,보라매공원-5(신길변전소 뒤)-8,동부공원녹지사업소
543,보라매공원,반려견놀이터 옆,스텝사이클,1,보라매공원-6(반려견놀이터 옆)-1,동부공원녹지사업소
544,보라매공원,반려견놀이터 옆,트리플트위스트,1,보라매공원-6(반려견놀이터 옆)-2,동부공원녹지사업소
545,보라매공원,반려견놀이터 옆,체스트업머신,1,보라매공원-6(반려견놀이터 옆)-3,동부공원녹지사업소
546,보라매공원,배드민턴장,삼단철봉,1,보라매공원-7(배드민턴장)-1,동부공원녹지사업소
549,보라매공원,배드민턴장,철봉(턱걸이),1,보라매공원-7(배드민턴장)-4,동부공원녹지사업소
550,보라매공원,청소년수련관 뒤,철봉,1,보라매공원-8(청소년수련관 뒤)-1,동부공원녹지사업소
551,보라매공원,청소년수련관 뒤,역기,1,보라매공원-8(청소년수련관 뒤)-2,동부공원녹지사업소
553,서울숲공원,체육공원,공중걷기,1,서울숲공원-1(체육공원)-1,동부공원녹지사업소
554,서울숲공원,체육공원,파도타기,1,서울숲공원-1(체육공원)-2,동부공원녹지사업소
555,서울숲공원,체육공원,다리근력운동,1,서울숲공원-1(체육공원)-3,동부공원녹지사업소
556,서울숲공원,체육공원,매달려 다리올리기,1,서울숲공원-1(체육공원)-4,동부공원녹지사업소
557,서울숲공원,체육공원,철봉,1,서울숲공원-1(체육공원)-5,동부공원녹지사업소
558,서울숲공원,체육공원,림보게이트,1,서울숲공원-1(체육공원)-6,동부공원녹지사업소
559,서울숲공원,체육공원,스트레칭 벤치,1,서울숲공원-1(체육공원)-7,동부공원녹지사업소
560,서울숲공원,체육공원,자전거 타기,1,서울숲공원-1(체육공원)-8,동부공원녹지사업소
561,서울숲공원,체육공원,좌우 뛰기,1,서울숲공원-1(체육공원)-9,동부공원녹지사업소
562,서울숲공원,체육공원,제자리 걷기,1,서울숲공원-1(체육공원)-10,동부공원녹지사업소
563,서울숲공원,체육공원,허리돌리기,1,서울숲공원-1(체육공원)-11,동부공원녹지사업소
564,서울숲공원,체육공원,역기 밀어올리기,1,서울숲공원-1(체육공원)-12,동부공원녹지사업소
565,서울숲공원,체육공원,상체 원 그리기,1,서울숲공원-1(체육공원)-13,동부공원녹지사업소
566,서울숲공원,체육공원,평형잡기,1,서울숲공원-1(체육공원)-14,동부공원녹지사업소
567,서울숲공원,체육공원,윗몸 일으키기,1,서울숲공원-1(체육공원)-15,동부공원녹지사업소
570,서울숲공원,체육공원,노젓기 운동,1,서울숲공원-1(체육공원)-18,동부공원녹지사업소
572,서울숲공원,체육공원,기종명- 미상,1,서울숲공원-1(체육공원)-20,동부공원녹지사업소
573,서울숲공원,환경놀이터,스텝 사이클,1,서울숲공원-2(환경놀이터)-1,동부공원녹지사업소
574,서울숲공원,환경놀이터,풀 웨이트,1,서울숲공원-2(환경놀이터)-2,동부공원녹지사업소
575,서울숲공원,환경놀이터,체어 웨이트,1,서울숲공원-2(환경놀이터)-3,동부공원녹지사업소
576,서울숲공원,환경놀이터,입식 사이클,1,서울숲공원-2(환경놀이터)-4,동부공원녹지사업소
577,서울숲공원,환경놀이터,오버턴 스트레칭,1,서울숲공원-2(환경놀이터)-5,동부공원녹지사업소
578,서울숲공원,작은동물의집,허리 돌리기,1,서울숲공원-3(작은동물의집)-1,동부공원녹지사업소
579,서울숲공원,작은동물의집,오버턴 스트레칭,1,서울숲공원-3(작은동물의집)-2,동부공원녹지사업소
580,서울숲공원,작은동물의집,구부려 근육펴기,1,서울숲공원-3(작은동물의집)-3,동부공원녹지사업소
581,서울숲공원,작은동물의집,제자리 뛰기,1,서울숲공원-3(작은동물의집)-4,동부공원녹지사업소
582,서울숲공원,작은동물의집,다리 근력 운동,1,서울숲공원-3(작은동물의집)-5,동부공원녹지사업소
583,서울숲공원,작은동물의집,복부 강화 운동,1,서울숲공원-3(작은동물의집)-6,동부공원녹지사업소
584,서울숲공원,작은동물의집,팔 근력 운동-a,1,서울숲공원-3(작은동물의집)-7,동부공원녹지사업소
585,서울숲공원,작은동물의집,팔 근력 운동-b,1,서울숲공원-3(작은동물의집)-8,동부공원녹지사업소
586,서울숲공원,작은동물의집,가슴 운동,1,서울숲공원-3(작은동물의집)-9,동부공원녹지사업소
588,서울숲공원,작은동물의집,스트레칭 벤치,1,서울숲공원-3(작은동물의집)-11,동부공원녹지사업소
589,서울숲공원,작은동물의집,기종명- 미상,1,서울숲공원-3(작은동물의집)-12,동부공원녹지사업소
590,시민의숲공원,놀이터,달리기,1,시민의숲공원-1(놀이터)-1,동부공원녹지사업소
592,시민의숲공원,놀이터,허리돌리기,1,시민의숲공원-1(놀이터)-3,동부공원녹지사업소
593,시민의숲공원,놀이터,팔돌리기,1,시민의숲공원-1(놀이터)-4,동부공원녹지사업소
594,시민의숲공원,놀이터,노젓기,1,시민의숲공원-1(놀이터)-5,동부공원녹지사업소
595,시민의숲공원,놀이터,역기내리기,1,시민의숲공원-1(놀이터)-6,동부공원녹지사업소
596,시민의숲공원,놀이터,싸이클링,1,시민의숲공원-1(놀이터)-7,동부공원녹지사업소
597,시민의숲공원,사무동,공중걷기,1,시민의숲공원-2(사무동)-1,동부공원녹지사업소
598,시민의숲공원,사무동,스텝달리기,1,시민의숲공원-2(사무동)-2,동부공원녹지사업소
599,시민의숲공원,사무동,허리흔들기,1,시민의숲공원-2(사무동)-3,동부공원녹지사업소
600,시민의숲공원,사무동,역기올리기,1,시민의숲공원-2(사무동)-4,동부공원녹지사업소
601,시민의숲공원,사무동,허리돌리기,1,시민의숲공원-2(사무동)-5,동부공원녹지사업소
602,시민의숲공원,사무동,윗몸일으키기,1,시민의숲공원-2(사무동)-6,동부공원녹지사업소
603,시민의숲공원,사무동,싸이클링,1,시민의숲공원-2(사무동)-7,동부공원녹지사업소
